 DOMAIN,APPIDFROM,FQANFROM,FQANTO,APPIDTO,SYSFUNCTIONS,SYSTYPE,DWOR,SYSLIFECYCLE,SYSDATE,LEVEL OF INTEGRATION,INTTYPE,INTLIFECYCLE,INTDATE,INTERESTED PARTY,ACCOUNT-PRODUCT,TRANSACTION,ORGANIZATION,POSITION,REFERENCE,GRAIN,PERIODICITY,FREQUENCY,STATE,DATE,RDR,RDT,Found in Deloitte,Found in other Reference, ,,
Market Risk,1MCR,MaRS Historical Simulation Engine,MaRS Datamart,1MCR,Data Servicer,Business Analytic App,N/A,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Historical Simulation Engine,MaRS Datamart,1MCR,Data Servicer,Business Analytic App,N/A,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Monte Carlo Simulation Engine,MaRS Datamart,1MCR,Data Servicer,Business Analytic App,N/A,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Monte Carlo Simulation Engine,MaRS Datamart,1MCR,Data Servicer,Business Analytic App,N/A,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Staging,MaRS Datamart,1MCR,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Staging,MaRS Datamart,1MCR,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Staging,MaRS Datamart,1MCR,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Staging,MaRS Datamart,1MCR,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Staging,MaRS Datamart,1MCR,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Staging,MaRS Datamart,1MCR,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Staging,MaRS Monte Carlo Simulation Engine,1MCR,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Staging,MaRS Monte Carlo Simulation Engine,1MCR,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Staging,RVF,*RVF,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1MCR,MaRS Staging,RVF,*RVF,Data Broker,Data Warehouse of Record,Data Integrated Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,IMDSP,MidasPlus ,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,*MONIS,Monis,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,N,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,OPICS,OPICS,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,*PAM,PAM,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,N,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,*PH3,Phase 3,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,N,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,PRFL,PortFolio,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,*PPGL,PPG Loans,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,N,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,*PROD,Product Detail,RVF,*RVF,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1REA,REALM ,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1JRI,Risk Insight - LIMS,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,*RVF,RVF,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,*RVF,RVF,Calypso External Risk Services,1RIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1BPR,Section 20,RVF,*RVF,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1SCD,SimCorpDim ,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,1SPK,Spanklin,Product Detail,*PDET,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,2CDP,Symphony,MaRS Datamart,1MCR,Data Consumer,Business Analytic App,N/A,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,N,,,
Market Risk,2CDP,Symphony,MaRS Datamart,1MCR,Data Consumer,Business Analytic App,N/A,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,N,,,
Market Risk,2CDP,Symphony,Prototype,*PROTO,Data Consumer,Business Analytic App,N/A,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,N,,,
Market Risk,2CDP,Symphony,Prototype,*PROTO,Data Consumer,Business Analytic App,N/A,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_MarketRisk 06272014,N,,,
Market Risk,*VoTr,VolTrade,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Acqusitiion,Manual,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,N,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Market Risk,*WFHMC,WFHMC,MaRS staging,1MCR,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,N,WF_VaR_Current_State_Process_Doc_FINAL_04022012,,,
Operational Risk,AMP2,AMP,Excel & PowerPoint,*EXLPPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,*BRS,BRASS,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,*BRS,BRASS,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,BSAC,BSA Calculator,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,BSAC,BSA Calculator,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,*BPRA,Business Process Risk Assessment,Excel & PowerPoint,*EXLPPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,CICAT,CICAT,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,CICAT,CICAT,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,1DMX,Complaints Management,Excel & PowerPoint,*EXLPPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,CNTLS,Controls Catalogue,ILD ,1ORC,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,CNTLS,Controls Catalogue,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,CNTLS,Controls Catalogue,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,CRAS,CRAS+,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,CRAS,CRAS+,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,DIRAT,FRL Calculator,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,DIRAT,FRL Calculator,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,HMT,Hierarchy Management Tool,ILD ,1ORC,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,HMT,Hierarchy Management Tool,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,HMT,Hierarchy Management Tool,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,1ORC,ILD,ILD,1ORC,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,1ORC,ILD,ILD-ES,1ORC,Data Broker,Business Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,1ORC,ILD,ORR,CRPT,Data Broker,Business Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,1ORC,ILD,ORIS (in development),ORIS,Data Broker,Business Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,1ORC,ILD,Excel & PowerPoint,*EXLPPT,Data Broker,Business Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,1ORC,ILD Hierarchy,ILD ,1ORC,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,1ORC,ILD Hierarchy,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,1ORC,ILD Hierarchy,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,1ORC,ILD-ES,Capital Dataset,*CAPDATA,Data Broker,Business Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,LDRPS,LDRPS,Excel & PowerPoint,*EXLPPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,*LH,Legal Hierarchy,ILD ,1ORC,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,*LH,Legal Hierarchy,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,*LH,Legal Hierarchy,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,1OGL,ORACLE GL,ILD,1ORC,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,ORIS,ORIS (in development),ORIS,ORIS,Data Broker,Business Analytic App,N/A,Active,N/A,Data Provision,Automated,Plan,?,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,ORIS,ORIS (in development),Excel & PowerPoint,*EXLPPT,Data Broker,Business Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,CRPT,ORR,ORIS,ORIS,Data Broker,Business Analytic App,N/A,Active,N/A,Data Provision,Automated,Plan,?,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,*ORX,ORX,ILD-ES,1ORC,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,PYMTS,Payment Repository,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,PYMTS,Payment Repository,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,PMT,Policy Management,ILD ,1ORC,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,PMT,Policy Management,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,PMT,Policy Management,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,VPRA,Product Service Risk Assessment,Excel & PowerPoint,*EXLPPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,RCSA,RCSA,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,RCSA,RCSA,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Entity,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,RCSA,RCSA,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,Organization,N/A,Hierarchy,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,RCSA,RCSA,ORIS (in development),ORIS,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Entity,N/A,N/A,Organization,N/A,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,*RL,Risk Library,ILD ,1ORC,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
Operational Risk,*RL,Risk Library,ORR,CRPT,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,N/A,N/A,N/A,N/A,Other,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,Information Flow Narratives Operational Risk 070314,N,,,
