 DOMAIN,APPIDFROM,FQANFROM,FQANTO,APPIDTO,SYSFUNCTIONS,SYSTYPE,DWOR,SYSLIFECYCLE,SYSDATE,LEVEL OF INTEGRATION,INTTYPE,INTLIFECYCLE,INTDATE,INTERESTED PARTY,ACCOUNT-PRODUCT,TRANSACTION,ORGANIZATION,POSITION,REFERENCE,GRAIN,PERIODICITY,FREQUENCY,STATE,DATE,RDR,RDT,Found in Deloitte,Found in other Reference, ,,
Commercial Credit,*LL/SLLL,LL/SLLL (Leverage Lease/SeaLams),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,PRFIN,MATS/EAQS (Matsco),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Manual,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,MK,MC (McCracken),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Manual,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,LMID8,MIDA/EAQS (Midas+),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,*MSP,MSP (Mortgage Servicing Package),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,,,,
Commercial Credit,*MSP2,MSP (WFHM-SA) (AKA GDW) (Golden West Pick-a-Pay),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,N,,,
Commercial Credit,*MSP3,MSP (WFHM) (Wells Fargo Home Mortgage),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,N,,,
Commercial Credit,SPRM,MSP/Supreme (WFFRE) (Wells Fargo Financial RE),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,NTABL,NTAB/EAQS,CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,1REA,"RLM/REALM (MML, CREF, REPO)",CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,SHUB,S Hub,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,,,,,
Commercial Credit,AFLS,Shaw West (WFAF) (Wells Fargo Auto Finance),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,AFLS,Shaw/FDR/MSP/AFS (WFHE) (Wells Fargo Home Equity),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,AFLS,Shaw/MSP (WBR),TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,AFLS,SHW (Shaw),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,1SCD,SIMCORP - Loans,CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Manual,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,HL,SL/SLLL (SeaLams),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Decommission,7/1/13,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,SPRM,SPR (Supreme),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,,,,
Commercial Credit,*STMF,STMF/EAQS (Strategy Multifamily),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,*STRC,STRC (Strategy Charlotte),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,*SY,SY (SynLease),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Manual,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,1RBLT,TANA/EAQS (Tanama),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,TDR01,TDR,S Hub,SHUB,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping,,,
Commercial Credit,*TOG,Technology and Operations Group (TOG),CAR (F_CONSUMER),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,N,,,
Commercial Credit,*TOG,Technology and Operations Group (TOG),GL_DATA_F,ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,N,,,
Commercial Credit,*TRAIN,TRAIN,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,*UMLIC,UMLIC,CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Manual,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,N,,,
Commercial Credit,1RBLT,Wells Fargo Dealer Services Reliable,TOG,*TOG,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces,,,
Commercial Credit,*WFDS,WFDS,CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,N,,,
Commercial Credit,*WHLS,WHLS,CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,N,,,
Commercial Credit,*WLTH,WLTH,CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,N,,,
Counterparty,HACES,Adaptiv,PCE,*PCE,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1AFS,AFS,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1ALG,ALGO,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*ART,ARTS,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*AC,Asset Control,CRSim,*CRSIM,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*AC,Asset Control,RC Simulation Run,*RCSim,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Data Provision,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1TSA,Assets,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1BSP,Broadridge,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CAL,Calypso / CDBO,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*CDB,CDCB,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,*CDB,CDCB,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CID,CID,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,CMR,CMR,CRiDRS Prod_A,1CCP,Data Producer,Source System (SOR),N/A,Active,N/A,Data Sourcing,Automated,Active,N/A,,,,,,,,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,ALGO,1ALG,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,ALGO,1ALG,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,ICIS,1CCS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,ICIS,1CCS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,GDD,1GDD,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,GDD,1GDD,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,Risk Insight,1JRI,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,Risk Insight,1JRI,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,LoanNet,1NET,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,LoanNet,1NET,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,RAValuation/RiskAnal,1RVL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,RAValuation/RiskAnal,1RVL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,SalesForce,1SIB,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,SalesForce,1SIB,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,CreditView,CRV,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,CreditView,CRV,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,Buffet,GFX,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,Buffet,GFX,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,ACT,*ACT,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,ACT,*ACT,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,AFS,*AFS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,AFS,*AFS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,CCRP Limits,*CCRPLIM,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,CCRP Limits,*CCRPLIM,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,DSOM,*DSOM,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,DSOM,*DSOM,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,ERA,*ERA,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,ERA,*ERA,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,iHUB,*iHUB,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,iHUB,*iHUB,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,LARS,*LARS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,LARS,*LARS,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,Scitura,*SCIT,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,Scitura,*SCIT,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,WS Analytics,*WSANAL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_A,WS Analytics,*WSANAL,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Integration,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Aggregated,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B,ERA (EIW),*ERA (EIW),Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
Counterparty,1CCP,CRiDRS Prod_B / Adaptiv ,Adaptiv,HACES,Data Servicer,Data Warehouse of Record,Data Source Layer,Active,N/A,Data Aggregation,Automated,Active,N/A,Business Party,Investments,N/A,N/A,Exposure,N/A,Atomic,End-of-Day,Daily,Active,N/A,N,Y,Information Flow Narratives_CounterpartyRisk 06302014,N,,,
