Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Business Party,N/A,N/A,N/A,Deposit,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,Instruments,N/A,N/A,Deposit,N/A,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,Deposit,Industry,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,Deposit,Rating,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping
Commercial Credit,EIW,CDSL,CAR (F_COMMERCIAL),ECD,Data Broker,Data Warehouse of Record,Data Source Layer,Active,N/A,Aggregate,Automated,Active,N/A,Entity,N/A,N/A,N/A,Deposit,Hierarchy,Aggregated,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping
Commercial Credit,1DTC,Deloitte & Touche,CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Manual,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,N
Commercial Credit,IL,EQF/EAQS (Infolease),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping
Commercial Credit,3003,AFG/EAQS (Auto Finance Group),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,Business Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,ACE System LOB Product Mapping
Commercial Credit,ECD,GL_DATA_F,CAR (F_CONSUMER),ECD,Data Servicer,Enterprise Analytic App,N/A,Active,N/A,Aggregate,Automated,Active,N/A,Individual Party,Instruments,N/A,N/A,Deposit,N/A,Atomic,End-of-Month,Monthly,Active,N/A,N,Y,WFC Consumer_GL Credit Risk Architecture 07112014_v2,ERA SIMDOT Interfaces
Commercial Credit,FYD,GLD (Controllers Datamart),CAR (F_COMMERCIAL),ECD,Data Producer,Source System (SOR),N/A,Active,N/A,Source,Automated,Active,N/A,,,,,,,,End-of-Month,Monthly,Active,N/A,N,Y,WFC Commercial Credit Risk Architecture 07112014_v2,
